words,ents,anns
%,-,
2C111,-,
%,-,
2C542,-,
%,-,
2C298,-,
%,-,
2C967,-,
%,-,
2C927,-,
%,-,
2C443,-,
%,-,
2C846,-,
%,-,
2C917,-,
%,-,
2C299,-,
%,-,
2C544,-,
%,-,
2C582,-,
%,-,
2C941,-,
%,-,
2C474,-,
%,-,
2C446,-,
%,-,
2C754,-,
%,-,
2C666,-,
%,-,
2C698,-,
%,-,
2C668,-,
&,-,
s,-,
=,-,
NGDPD,-,
&,-,
grp,-,
=,-,
.,-,
&,-,
a,-,
=,-,
),-,
</S>,-,
<S>,-,
"""",-,
Словаччина,Словаччина | I-LOC,LOC
"""",-,
(,-,
),-,
",",-,
офіційна,-,
назва,-,
"""",-,
Словацька,Словацька | I-LOC,LOC
Республіка,Республіка | I-LOC,LOC
"""",-,
(,-,
),-,
—,-,
держава,-,
на,-,
сході,-,
центральної,-,LOC
Європи,Європи | I-LOC,LOC
",",-,
межує,-,
на,-,
північному,-,
заході,-,
з,-,
Чехією,Чехією | I-LOC,LOC
",",-,
на,-,
півночі,-,
з,-,
—,-,
Польщею,Польщею | I-LOC,LOC
",",-,
на,-,
сході,-,
—,-,
з,-,
Україною,Україною | I-LOC,LOC
",",-,
на,-,
півдні,-,
—,-,
з,-,
Угорщиною,Угорщиною | I-LOC,LOC
та,-,
на,-,
заході,-,
—,-,
з,-,
Австрією,Австрією | I-LOC,LOC
.,-,
Площа,-,
країни,-,
становить,-,
49,-,
35,-,
км,-,
²,-,
(,-,
126,-,
місце,-,
у,-,
світі,-,
),-,
.,-,
Населення,-,
:,-,
"5,4",-,
млн,-,
осіб,-,
(,-,
108,-,
місце,-,
у,-,
світі,-,
),-,
",",-,
переважно,-,
словаки,-,
",",-,
що,-,
належать,-,
до,-,
групи,-,
західнословянських,-,
народів,-,
.,-,
Словаки,-,
здебільшого,-,
сповідують,-,
католицизм,-,
.,-,
Державна,-,
мова,-,
:,-,
словацька,-,
.,-,
Столиця,-,
:,-,
місто,-,
Братислава,Братислава | I-LOC,LOC
.,-,
Унітарна,-,
держава,-,
",",-,
що,-,
поділяється,-,
на,-,
8,-,
самоврядних,-,
країв,-,
.,-,
За,-,
формою,-,
правління,-,
:,-,
парламентська,парламентська | I-ORG,
республіка,-,
з,-,
широкими,-,
правами,-,
глави,-,
держави,-,
—,-,
президента,-,
/,-,
/,-,
.,-,
У,-,
північній,-,
частині,-,
країни,-,
розташовані,-,
Західні,-,LOC
Карпати,-,LOC
(,-,
Словацькі,-,LOC
Рудні,-,LOC
гори,-,LOC
",",-,
Татри,-,LOC
й,-,
Бескиди,-,LOC
),-,
",",-,
вкриті,-,
дубовими,-,
й,-,
буковими,-,
лісами,-,
;,-,
на,-,
півдні,-,
—,-,
частина,-,
Середньодунайської,-,LOC
рівнини,-,LOC
в,-,
долині,-,
Дунаю,-,LOC
/,-,
/,-,
.,-,
</S>,-,
<S>,-,
Першим,-,
державним,-,
утворенням,-,
словаків,-,
було,-,
Нітранське,-,LOC
князівство,-,LOC
",",-,
що,-,
входило,-,
до,-,
складу,-,
Великої,Великої | I-LOC,LOC
Моравії,Моравії | I-LOC,LOC
у,-,
IX,-,
столітті,-,
.,-,
У,-,
X,-,
столітті,-,
країна,-,
майже,-,
на,-,
1000,-,
років,-,
потрапила,-,
під,-,
угорське,-,
панування,-,
.,-,
У,-,
XX,-,
столітті,-,
отримала,-,
незалежність,-,
від,-,
габсбурзької,габсбурзької | I-LOC,
Австро,Австро | I-LOC,LOC
-,- | I-LOC,LOC
Угорщини,Угорщини | I-LOC,LOC
у,-,
складі,-,
Чехословаччини,Чехословаччини | I-LOC,LOC
;,-,
після,-,
«,-,
празької,празької | I-ORG,
весни,-,
»,-,
1968,-,
року,-,
—,-,
субєкт,-,
федерації,-,
Чехо,Чехо | I-LOC,LOC
-,- | I-LOC,LOC
Словацької,Словацької | I-LOC,LOC
Соціалістичної,Соціалістичної | I-LOC,LOC
Республіки,Республіки | I-LOC,LOC
;,-,
повна,-,
незалежність,-,
—,-,
після,-,
«,-,
оксамитового,-,
розлучення,-,
»,-,
1,-,
січня,-,
1993,-,
року,-,
",",-,
дату,-,
якого,-,
відзначають,-,
як,-,
національне,-,
свято,-,
</S>,-,
<S>,-,
"""",-,
Судан,-,LOC
"""",-,
(,-,
),-,
",",-,
повна,-,
назва,-,
"""",-,
Республіка,Республіка | I-LOC,LOC
Судан,Судан | I-LOC,LOC
"""",-,
(,-,
"""",-,
Джумхурійят,-,
ас,-,
-,- | I-LOC,
Судан,Судан | I-LOC,LOC
"""",-,
),-,
—,-,
країна,-,
на,-,
північному,-,
сході,-,
Африки,Африки | I-LOC,LOC
",",-,
на,-,
півдні,-,
від,-,
Єгипту,Єгипту | I-LOC,LOC
",",-,
на,-,
узбережжі,-,
Червоного,-,LOC
моря,-,LOC
.,-,
</S>,-,
<S>,-,
"""",-,
Американське,-,LOC
Самоа,-,LOC
"""",-,
або,-,
"""",-,
Східне,Східне | I-LOC,LOC
Самоа,Самоа | I-LOC,LOC
"""",-,
(,-,
;,-,
;,-,
SA,-,
;,-,
також,-,
"""",-,
Amelika,-,
Sāmoa,-,
"""",-,
або,-,
"""",-,
Sāmoa,-,
Amelika,-,
},-,
},-,
),-,
—,-,
Острівна,-,
територія,-,
США,США | I-LOC,LOC
",",-,
що,-,
розташована,-,
в,-,
південній,-,
частині,-,
Тихого,-,LOC
океану,-,LOC
",",-,
на,-,
південний,-,
схід,-,
від,-,
Незалежної,-,LOC
Держави,-,LOC
Самоа,Самоа | I-LOC,LOC
(,-,
раніше,-,
відомої,-,
як,-,
Західне,Західне | I-LOC,LOC
Самоа,Самоа | I-LOC,LOC
),-,
.,-,
Основні,-,
(,-,
і,-,
найбільш,-,
густонаселені,-,
),-,
острови,-,
Тутуїла,Тутуїла | I-LOC,LOC
та,-,
Мануа,Мануа | I-LOC,LOC
",",-,
атол,-,
Розе,-,LOC
та,-,
Суейнс,-,LOC
також,-,
включені,-,
в,-,
територію,-,
.,-,
</S>,-,
<S>,-,
Американське,-,LOC
Самоа,Самоа | I-LOC,LOC
є,-,
частиною,-,
островів,-,
Самоа,Самоа | I-LOC,LOC
",",-,
розташованих,-,
на,-,
захід,-,
від,-,
Островів,Островів | I-PER,LOC
Кука,Кука | I-PER,LOC
",",-,
на,-,
північ,-,
від,-,
Тонга,Тонга | I-LOC,LOC
та,-,
у,-,
500,-,
км,-,
на,-,
південь,-,
від,-,
Токелау,Токелау | I-LOC,LOC
.,. | I-LOC,
На,-,
заході,-,
знаходяться,-,
острови,-,
Волліс,Волліс | I-LOC,LOC
і,-,LOC
Футуна,Футуна | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
Перепис,-,
2010,-,
року,-,
зафіксував,-,
загальну,-,
чисельність,-,
населення,-,
у,-,
55,-,
519,-,
осіб,-,
.,-,
Загальна,-,
площа,-,
землі,-,
"197,1",-,
км,-,
²,-,
",",-,
трохи,-,
більше,-,
",",-,
ніж,-,
Вашингтон,Вашингтон | I-LOC,LOC
",",-,
округ,-,LOC
Колумбія,Колумбія | I-LOC,LOC
.,-,
Американське,-,LOC
Самоа,Самоа | I-LOC,LOC
є,-,
найпівденнішою,-,
територією,-,
Сполучених,Сполучених | I-LOC,LOC
Штатів,Штатів | I-LOC,LOC
Америки,Америки | I-LOC,LOC
(,-,
належить,-,
до,-,
неінкорпорованих,-,
неорганізованих,-,
територій,-,
),-,
.,-,
</S>,-,
<S>,-,
(,-,
url,-,
=,-,
http,-,
:,-,
/,-,
/,-,
www.imf.org,-,
/,-,
external,-,
/,-,
pubs,-,
/,-,
ft,-,
/,-,
weo,-,
/,-,
2017,-,
/,-,
1,-,
/,-,
weodata,-,
/,-,
weorept.aspx,-,
?,-,
pr.x,-,
=,-,
32,-,
&,-,
pr.y,-,
=,-,
19,-,
&,-,
sy,-,
=,-,
2015,-,
&,-,
ey,-,
=,-,
2016,-,
&,-,
scsm,-,
=,-,
1,-,
&,-,
ssd,-,
=,-,
1,-,
&,-,
sort,-,
=,-,
country,-,
&,-,
ds,-,
=,-,
.,-,
&,-,
br,-,
=,-,
1,-,
&,-,
c,-,
=,-,
512,-,
%,-,
2C672,-,
%,-,
2C914,-,
%,-,
2C946,-,
%,-,
2C612,-,
%,-,
2C137,-,
%,-,
2C614,-,
%,-,
2C546,-,
%,-,
2C311,-,
%,-,
2C962,-,
%,-,
2C213,-,
%,-,
2C674,-,
%,-,
2C911,-,
%,-,
2C676,-,
%,-,
2C193,-,
%,-,
2C548,-,
%,-,
2C122,-,
%,-,
2C556,-,
%,-,
2C912,-,
%,-,
2C678,-,
%,-,
2C313,-,
%,-,
2C181,-,
%,-,
2C419,-,
%,-,
2C867,-,
%,-,
2C513,-,
%,-,
2C682,-,
%,-,
2C316,-,
%,-,
2C684,-,
%,-,
2C913,-,
%,-,
2C273,-,
%,-,
2C124,-,
%,-,
2C868,-,
%,-,
2C339,-,
%,-,
2C921,-,
%,-,
2C638,-,
%,-,
2C948,-,
%,-,
2C514,-,
%,-,
2C943,-,
%,-,
2C218,-,
%,-,
2C686,-,
%,-,
2C963,-,
%,-,
2C688,-,
%,-,
2C616,-,
%,-,
2C518,-,
%,-,
2C223,-,
%,-,
2C728,-,
%,-,
2C516,-,
%,-,
2C558,-,
%,-,
2C918,-,
%,-,
2C138,-,
%,-,
2C748,-,
%,-,
2C196,-,
%,-,
2C618,-,
%,-,
2C278,-,
%,-,
2C624,-,
%,-,
2C692,-,
%,-,
2C522,-,
%,-,
2C694,-,
%,-,
2C622,-,
%,-,
2C142,-,
%,-,
2C156,-,
%,-,
2C449,-,
%,-,
2C626,-,
%,-,
2C564,-,
%,-,
2C628,-,
%,-,
2C565,-,
%,-,
2C228,-,
%,-,
2C283,-,
%,-,
2C924,-,
%,-,
2C853,-,
%,-,
2C233,-,
%,-,
2C288,-,
%,-,
2C632,-,
%,-,
2C293,-,
%,-,
2C636,-,
%,-,
2C566,-,
%,-,
2C634,-,
%,-,
2C964,-,
%,-,
2C238,-,
%,-,
2C182,-,
%,-,
2C662,-,
%,-,
2C359,-,
%,-,
2C960,-,
%,-,
2C453,-,
%,-,
2C423,-,
%,-,
2C968,-,
%,-,
2C935,-,
%,-,
2C922,-,
%,-,
2C128,-,
%,-,
2C714,-,
%,-,
2C611,-,
%,-,
2C862,-,
%,-,
2C321,-,
%,-,
2C135,-,
%,-,
2C243,-,
%,-,
2C716,-,
%,-,
2C248,-,
%,-,
2C456,-,
%,-,
2C469,-,
%,-,
2C722,-,
%,-,
2C253,-,
%,-,
2C942,-,
%,-,
2C642,-,
%,-,
2C718,-,
%,-,
2C643,-,
%,-,
2C724,-,
%,-,
2C939,-,
%,-,
2C576,-,
%,-,
2C644,-,
%,-,
2C936,-,
%,-,
2C819,-,
%,-,
2C961,-,
%,-,
2C172,-,
%,-,
2C813,-,
%,-,
2C132,-,
%,-,
2C199,-,
%,-,
2C646,-,
%,-,
2C733,-,
%,-,
2C648,-,
%,-,
2C184,-,
%,-,
2C915,-,
%,-,
2C524,-,
%,-,
2C134,-,
%,-,
2C361,-,
%,-,
2C652,-,
%,-,
2C362,-,
%,-,
2C174,-,
%,-,
2C364,-,
%,-,
2C328,-,
%,-,
2C732,-,
%,-,
2C258,-,
%,-,
2C366,-,
%,-,
2C656,-,
%,-,
2C734,-,
%,-,
2C654,-,
%,-,
2C144,-,
%,-,
2C336,-,
%,-,
2C146,-,
%,-,
2C263,-,
%,-,
2C463,-,
%,-,
2C268,-,
%,-,
2C528,-,
%,-,
2C532,-,
%,-,
2C923,-,
%,-,
2C944,-,
%,-,
2C738,-,
%,-,
2C176,-,
%,-,
2C578,-,
%,-,
2C534,-,
%,-,
2C537,-,
%,-,
2C536,-,
%,-,
2C742,-,
%,-,
2C429,-,
%,-,
2C866,-,
%,-,
2C433,-,
%,-,
2C369,-,
%,-,
2C178,-,
%,-,
2C744,-,
%,-,
2C436,-,
%,-,
2C186,-,
%,-,
2C136,-,
%,-,
2C925,-,
%,-,
2C343,-,
%,-,
2C869,-,
%,-,
2C158,-,
%,-,
2C746,-,
%,-,
2C439,-,
%,-,
2C926,-,
%,-,
2C916,-,
%,-,
2C466,-,
%,-,
2C664,-,
%,-,
2C112,-,
%,-,
2C826,-,
%,-,
2C111,-,
%,-,
2C542,-,
%,-,
2C298,-,
%,-,
2C967,-,
%,-,
2C927,-,
%,-,
2C443,-,
%,-,
2C846,-,
%,-,
2C917,-,
%,-,
2C299,-,
%,-,
2C544,-,
%,-,
2C582,-,
%,-,
2C941,-,
%,-,
2C474,-,
%,-,
2C446,-,
%,-,
2C754,-,
%,-,
2C666,-,
%,-,
2C698,-,
%,-,
2C668,-,
&,-,
s,-,
=,-,
NGDPD,-,
&,-,
grp,-,
=,-,
.,-,
&,-,
a,-,
=,-,
),-,
</S>,-,
<S>,-,
«,-,
Версія,-,
зі,-,
словами,-,
.,-,
Виконує,-,
хор,-,
ім,-,
.,. | I-PER,
Г,Г | I-PER,
.,. | I-PER,
Верьовки,Верьовки | I-PER,
»,-,
Файл:Anthem,-,
-,-,
of,-,
-,-,
Ukraine,-,
Chorus,-,
Veryovka.ogg,-,
</S>,-,
<S>,-,
"""",-,
Україна,-,LOC
"""",-,
(,-,
),-,
—,-,
держава,-,
",",-,
розташована,-,
в,-,
Центрально,Центрально | I-LOC,LOC
-,-,LOC
Східній,Східній | I-LOC,LOC
Європі,Європі | I-LOC,LOC
",",-,
у,-,
південно,-,
-,-,
західній,-,
частині,-,
Східноєвропейської,-,LOC
рівнини,-,LOC
.,-,
Площа,-,
становить,-,
</S>,-,
<S>,-,
"""",-,
Фінляндія,-,LOC
"""",-,
(,-,
",",-,
;,-,
офіційно,-,
"""",-,
Фінляндська,-,LOC
Республіка,-,LOC
"""",-,
),-,
—,-,
держава,-,
у,-,
Північній,Північній | I-LOC,LOC
Європі,Європі | I-LOC,LOC
.,-,
Межує,-,
зі,-,
Швецією,Швецією | I-LOC,LOC
на,-,
заході,-,
",",-,
з,-,
Норвегією,Норвегією | I-LOC,LOC
на,-,
північному,-,
заході,-,
і,-,
Росією,Росією | I-LOC,LOC
на,-,
сході,-,
.,-,
На,-,
півдні,-,
і,-,
на,-,
заході,-,
береги,-,
країни,-,
омивають,-,
води,-,
Балтійського,-,LOC
моря,-,LOC
і,-,
його,-,
заток,-,
—,-,
Фінської,Фінської | I-LOC,LOC
та,-,
Ботнічної,Ботнічної | I-LOC,LOC
.,. | I-LOC,
Столиця,-,
і,-,
найбільше,-,
місто,-,
—,-,
Гельсінкі,Гельсінкі | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
Восьма,-,
за,-,
площею,-,
країна,-,
в,-,
Європі,Європі | I-LOC,LOC
і,-,
найбільша,-,
малонаселена,-,
країна,-,
в,-,
Європейському,Європейському | I-LOC,LOC
Союзі,Союзі | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
Фінляндія,Фінляндія | I-LOC,LOC
є,-,
членом,-,
Північної,Північної | I-ORG,
Ради,Ради | I-ORG,
(,-,
з,-,
1956,-,
року,-,
),-,
",",-,
Європейського,Європейського | I-ORG,LOC
Союзу,Союзу | I-ORG,LOC
(,-,
з,-,
1995,-,
року,-,
),-,
і,-,
Шенгенської,-,LOC
угоди,-,
(,-,
з,-,
1996,-,
року,-,
),-,
.,-,
</S>,-,
<S>,-,
З,-,
кінця,-,
XII,-,
століття,-,
до,-,
1809,-,
року,-,
Фінляндія,Фінляндія | I-LOC,LOC
була,-,
частиною,-,
Швеції,Швеції | I-LOC,LOC
",",-,
що,-,
позначилося,-,
на,-,
поширеності,-,
шведської,-,
мови,-,
і,-,
її,-,
офіційному,-,
статусі,-,
.,-,
Потім,-,
була,-,
включена,-,
до,-,
складу,-,
Російської,Російської | I-LOC,LOC
імперії,імперії | I-LOC,LOC
як,-,
автономне,-,
Велике,-,LOC
князівство,-,LOC
Фінляндське,-,LOC
.,-,
Незалежна,-,
держава,держава | I-LOC,
з,-,
6,-,
грудня,-,
1917,-,
року,-,
.,-,
</S>,-,
<S>,-,
У,-,
2010,-,
році,-,
країна,-,
зайняла,-,
1,-,
місце,-,
у,-,
списку,-,
«,-,
Найкращих,-,
країн,-,
світу,-,
»,-,
(,-,
),-,
за,-,
версією,-,
журналу,-,
"""",-,
Newsweek,Newsweek | I-ORG,
"""",""" | I-ORG",
.,-,
</S>,-,
<S>,-,
Фінляндія,Фінляндія | I-LOC,LOC
займає,-,
перше,-,
місце,-,
у,-,
світі,-,
за,-,
індексом,-,
людського,-,
капіталу,-,
станом,-,
на,-,
травень,-,
2015,-,
року,-,
.,-,
</S>,-,
<S>,-,
Файл:La,-,
Marseillaise,-,
Georges,-,
THILL,-,
Musique,-,
de,-,
la,-,
Garde,-,
Républicaine.ogg,-,
</S>,-,
<S>,-,
"""",-,
Чехія,-,LOC
"""",-,
(,-,
),-,
",",-,
повна,-,
назва,-,
—,-,
"""",-,
Чеська,-,LOC
Республіка,-,LOC
"""",-,
(,-,
абревіатура,-,
"""",-,
ЧР,-,
"""",-,
",",-,
",",-,
абревіатура,-,
"""",-,
ČR,-,
"""",-,
),-,
",",-,
з,-,
2016,-,
року,-,
також,-,
використовується,-,
друга,-,
офіційна,-,
назва,-,
«,-,
Чехія,Чехія | I-ORG,LOC
»,-,
(,-,
англ,-,
.,-,
Czechia,Czechia | I-PER,
),-,
—,-,
держава,-,
на,-,
території,-,
Європи,Європи | I-LOC,LOC
",",-,
що,-,
межує,-,
на,-,
півночі,-,
і,-,
заході,-,
з,-,
Німеччиною,Німеччиною | I-LOC,LOC
",",-,
на,-,
північному,-,
сході,-,
—,-,
з,-,
Польщею,Польщею | I-LOC,LOC
",",-,
на,-,
південному,-,
сході,-,
—,-,
зі,-,
Словаччиною,Словаччиною | I-LOC,LOC
",",-,
на,-,
півдні,-,
—,-,
з,-,
Австрією,Австрією | I-LOC,LOC
.,-,
До,-,
складу,-,
сучасної,-,
Чехії,Чехії | I-LOC,LOC
входять,-,
історичні,-,
області,області | I-LOC,
Богемія,Богемія | I-LOC,LOC
(,-,
;,-,
історична,-,
провінція,-,
в,-,
Європі,Європі | I-LOC,LOC
між,-,
Сілезією,-,LOC
",",-,
Моравією,Моравією | I-LOC,LOC
",",-,
Австрією,Австрією | I-LOC,LOC
",",-,
Баварією,Баварією | I-LOC,LOC
та,та | I-LOC,
Саксонією,Саксонією | I-LOC,LOC
),-,
",",-,
Моравія,Моравія | I-LOC,LOC
(,-,
),-,
та,-,
Чеська,Чеська | I-LOC,LOC
Сілезія,-,LOC
(,-,
</S>,-,
<S>,-,
"""",-,
Швейцарія,-,LOC
"""",-,
",",-,
також,-,
"""",-,
Швайцарія,-,LOC
"""",-,
(,-,
",",-,
",",-,
",",-,
),-,
",",-,
офіційна,-,
назва,-,
"""",-,
Швейцарська,-,LOC
Конфедерація,-,LOC
"""",-,
(,-,
",",-,
",",-,
",",-,
</S>,-,
<S>,-,
"""",-,
Швеція,-,LOC
"""",-,
(,-,
",",-,
),-,
",",-,
офіційна,-,
назва,-,
"""",-,
Королівство,-,LOC
Швеція,Швеція | I-LOC,LOC
"""",-,
(,-,
швед,-,
.,-,
:,-,
),-,
—,-,
держава,-,
в,-,
Північній,Північній | I-LOC,LOC
Європі,Європі | I-LOC,LOC
на,-,
Скандинавському,-,LOC
півострові,півострові | I-LOC,LOC
.,-,
Межує,-,
з,-,
Норвегією,Норвегією | I-LOC,LOC
та,-,
Фінляндією,Фінляндією | I-LOC,LOC
",",-,
також,-,
зєднана,-,
з,-,
Данією,Данією | I-LOC,LOC
мостом,-,
-,-,
тунелем,-,
через,-,
протоку,-,LOC
Ересунн,-,LOC
.,-,
Займаючи,-,
територію,-,
у,-,
450,-,
295,-,
км,-,
²,-,
",",-,
Швеція,Швеція | I-LOC,LOC
є,-,
третьою,-,
за,-,
площею,-,
країною,-,
Європейського,Європейського | I-ORG,LOC
Союзу,Союзу | I-ORG,LOC
",",-,
і,-,
має,-,
населення,-,
чисельністю,-,
10,-,
мільйонів,-,
осіб,-,
.,-,
Країна,Країна | I-ORG,
загалом,-,
має,-,
низьку,-,
щільність,-,
населення,-,
у,-,
21,-,
людину,-,
на,-,
квадратний,-,
кілометр,-,
",",-,
з,-,
найвищою,-,
концентрацією,-,
у,-,
південній,-,
половині,-,
країни,-,
.,-,
Приблизно,-,
85,-,
%,-,
населення,-,
живе,-,
у,-,
міських,-,
районах,-,
.,. | I-LOC,
Південна,Південна | I-LOC,LOC
Швеція,Швеція | I-LOC,LOC
є,-,
переважно,-,
сільськогосподарською,-,
",",-,
у,-,
той,-,
час,-,
",",-,
як,-,
її,-,
північна,-,
частина,-,
—,-,
густо,-,
покрита,-,
лісами,-,
.,-,
Швеція,Швеція | I-LOC,LOC
є,-,
частиною,-,
географічного,-,
регіону,-,
Фенноскандія,Фенноскандія | I-LOC,LOC
.,-,
</S>,-,
<S>,-,
Германські,-,
народи,-,
заселили,-,
Швецію,Швецію | I-LOC,LOC
ще,-,
у,-,
доісторичні,-,
часи,-,
",",-,
уперше,-,
бувши,-,
згаданими,-,
в,-,
історії,-,
",",-,
як,-,
Геати,-,
та,-,
Шведи,-,
/,-,
Свеї,-,
",",-,
та,-,
являючи,-,
собою,-,
морський,-,
народ,-,
",",-,
також,-,
відомий,-,
",",-,
як,-,
Норси,Норси | I-LOC,
.,. | I-LOC,
Швеція,Швеція | I-LOC,LOC
виникла,-,
",",-,
як,-,
незалежна,-,
і,-,
єдина,-,
країна,-,
у,-,
Середньовіччі,-,
.,-,
У,-,
17,-,
столітті,-,
",",-,
країна,-,
розширила,-,
свої,-,
території,-,
",",-,
створивши,-,
тим,-,
самим,-,
Шведську,-,LOC
Імперію,-,LOC
",",-,
яка,-,
була,-,
великою,-,
Європейською,-,LOC
державою,-,
аж,-,
до,-,
початку,-,
18,-,
століття,-,
.,-,
Свої,-,
заморські,-,
території,-,
за,-,
межами,-,
Скандинавського,Скандинавського | I-LOC,LOC
півострова,-,LOC
Швеція,Швеція | I-LOC,LOC
поступово,-,
втрачала,-,
протягом,-,
18,-,
-,-,
го,-,
та,-,
19,-,
-,-,
го,-,
століть,-,
",",-,
починаючи,-,
з,-,
анексії,-,
Росією,-,LOC
нинішньої,-,
території,-,
Фінляндії,Фінляндії | I-LOC,LOC
у,-,
1809,-,
.,-,
Останньою,-,
війною,-,
",",-,
у,-,
якій,-,
Швеція,Швеція | I-LOC,LOC
брала,-,
безпосередню,-,
участь,-,
—,-,
була,-,
війна,-,
1815,-,
року,-,
",",-,
якою,-,
Норвегію,-,LOC
було,-,
примушено,-,
до,-,
унії,-,
військовим,-,
шляхом,-,
.,-,
</S>,-,
<S>,-,
З,-,
тих,-,
пір,-,
",",-,
Швеція,Швеція | I-LOC,LOC
перебуває,-,
у,-,
мирі,-,
",",-,
офіційно,-,
дотримуючись,-,
політики,-,
нейтралітету,-,
у,-,
міжнародних,-,
справах,-,
.,-,
Унію,-,
з,-,
Норвегією,Норвегією | I-LOC,LOC
було,-,
розірвано,-,
у,-,
1905,-,
році,-,
мирним,-,
шляхом,-,
",",-,
результатом,-,
чого,-,
стали,-,
нинішні,-,
кордони,-,
Швеції,Швеції | I-LOC,LOC
.,-,
Хоча,-,
країна,-,
була,-,
формально,-,
нейтральною,-,
в,-,
обох,-,
війнах,-,
",",-,
Швеція,Швеція | I-LOC,LOC
брала,-,
участь,-,
у,-,
багатьох,-,
гуманітарних,-,
місіях,-,
",",-,
як,-,
то,-,
прийом,-,
біженців,-,
з,-,
територій,-,
окупованих,-,
Німеччиною,Німеччиною | I-LOC,LOC
.,-,
По,-,
завершенню,-,
Холодної,-,
війни,-,
",",-,
Швеція,Швеція | I-LOC,LOC
приєдналась,-,
до,-,
Європейського,Європейського | I-ORG,LOC
Союзу,Союзу | I-ORG,LOC
",",-,
однак,-,
відмовилась,-,
від,-,
членства,-,
у,-,
НАТО,НАТО | I-ORG,
.,-,
</S>,-,
<S>,-,
Нині,-,
Швеція,Швеція | I-LOC,LOC
є,-,
конституційною,-,
монархією,-,
та,-,
парламентською,-,
демократією,-,
з,-,
монархом,-,
",",-,
який,-,
виконує,-,
функції,-,
глави,-,
держави,-,
.,. | I-LOC,
Столиця,Столиця | I-LOC,
—,-,
Стокгольм,Стокгольм | I-LOC,LOC
",",-,
який,-,
також,-,
є,-,
найбільш,-,
густонаселеним,-,
містом,-,
країни,-,
.,-,
Роль,-,
законодавчої,-,
влади,-,
виконує,-,
однопалатний,-,
парламент,-,
Риксдаг,-,
зі,-,
349,-,
членами,-,
.,-,
Виконавча,-,
влада,-,
здійснюється,-,
урядом,-,
",",-,
під,-,
головуванням,-,
премєр,-,
-,-,
міністра,-,
.,-,
Швеція,Швеція | I-LOC,LOC
є,-,
унітарною,-,
державою,-,
",",-,
розділеною,-,
на,-,
21,-,
лен,-,
та,-,
290,-,
комуни,-,
.,-,
</S>,-,
<S>,-,
Швеція,Швеція | I-LOC,LOC
підтримує,-,
скандинавську,-,
модель,-,
системи,-,
соціального,-,
забезпечення,-,
",",-,
надаючи,-,
своїм,-,
громадянам,-,
обовязкове,-,
медичне,-,
страхування,-,
та,-,
вищу,-,
освіту,-,
.,. | I-LOC,
Швеція,Швеція | I-LOC,LOC
посідає,-,
восьме,-,
місце,-,
у,-,
світі,-,
в,-,
переліку,-,
країн,-,
з,-,
найвищим,-,
номінальним,-,
ВВП,-,
на,-,
душу,-,
населення,-,
та,-,
дуже,-,
високі,-,
місця,-,
в,-,
інших,-,
рейтингах,-,
",",-,
як,-,
то,-,
якості,-,
життя,-,
",",-,
здоровя,-,
",",-,
освіти,-,
",",-,
захисту,-,
громадських,-,
та,-,
політичних,-,
прав,-,
",",-,
конкурентоспроможності,-,
",",-,
рівності,-,
",",-,
процвітання,-,
",",-,
та,-,
людського,-,
розвитку,-,
.,-,
</S>,-,
